entry_id	concept_id	dag	dag_translit	dag_translat	target_lang	target_lang_gltc	source	comment_source_entry	sep_entry_id	category_zabitov
1243	223	оьмроь			Bezhta	bezh1248	zabitov2001		757	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1252	223	гIуьмуьр			Budukh	budu1248	zabitov2001		766	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1245	223	гIурми			Chamalal	cham1309	zabitov2001		759	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1244	223	ъурми			Godoberi	ghod1238	zabitov2001		758	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1253	223	хІуьмуьр		‘жизнь’	Khinalug	khin1240	zabitov2001		767	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1246	223	оьрму			Lak	lakk1252	zabitov2001		760	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1247	223	уьмуьр			Lezgian	lezg1247	zabitov2001		761	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1250	223	гьIумир			Rutul	rutu1240	zabitov2001		764	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1248	223	уьмур			Tabasaran	taba1259	zabitov2001		762	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1242	223	гIумру			Tsez	dido1241	zabitov2001		756	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1260	224	Іаджал			Agul	aghu1253	zabitov2001		772	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1256	224	гІажал			Avar	avar1256	zabitov2001		770	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1262	224	эджел			Budukh	budu1248	zabitov2001		773	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1257	224	гІажал			Chamalal	cham1309	zabitov2001		770	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1254	224	Іёжал-ла			Chechen	chec1245	zabitov2001		768	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1258	224	ажал			Dargwa	darg1241	zabitov2001		771	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1255	224	Іоажал			Ingush	ingu1240	zabitov2001		769	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1264	224	хІаьджаьл		‘смерть’	Khinalug	khin1240	zabitov2001		775	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1259	224	ажал			Lezgian	lezg1247	zabitov2001		771	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1261	224	эджел			Rutul	rutu1240	zabitov2001		772	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1265	224	гІажал		‘самоубийство’	Tsez	dido1241	zabitov2001		776	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1263	224	аджал			Udi	udii1243	zabitov2001		774	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1266	225	вафат		‘смерть’	Lezgian	lezg1247	zabitov2001		777	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1267	226	мачхулат		‘развлечение, увлечение’	Rutul	rutu1240	zabitov2001		778	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1270	227	хиял			Agul	aghu1253	zabitov2001		779	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1276	227	хийал			Archi	arch1244	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1271	227	хиял			Avar	avar1256	zabitov2001		779	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1275	227	хийал			Bezhta	bezh1248	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1279	227	хейал		‘мысль, дума; 'мечта, фантазия; желание, идея, намерение; увлечение’	Budukh	budu1248	zabitov2001		781	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1273	227	хийал			Chamalal	cham1309	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1272	227	хиял			Dargwa	darg1241	zabitov2001		779	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1268	227	хиял			Lak	lakk1252	zabitov2001		779	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1269	227	хиял			Lezgian	lezg1247	zabitov2001		779	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1277	227	хийал			Rutul	rutu1240	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1274	227	хийал			Tsez	dido1241	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1278	227	хийал			Udi	udii1243	zabitov2001		780	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1280	228	щугълу		'дума'	Lak	lakk1252	zabitov2001		782	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1281	229	сяйи		‘усердие, старание’	Lezgian	lezg1247	zabitov2001		783	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1283	230	дикъет		‘внимание’	Budukh	budu1248	zabitov2001		785	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1282	230	дикъет			Lezgian	lezg1247	zabitov2001		784	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1284	231	гъалаб		‘волнение’	Lezgian	lezg1247	zabitov2001		786	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1289	232	пикру			Archi	arch1244	zabitov2001		788	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1285	232	пикри			Avar	avar1256	zabitov2001		787	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1290	232	пикро			Bezhta	bezh1248	zabitov2001		789	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1297	232	фикир			Budukh	budu1248	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1292	232	пикур			Chamalal	cham1309	zabitov2001		791	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1291	232	пикри			Dargwa	darg1241	zabitov2001		790	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1287	232	пикру			Godoberi	ghod1238	zabitov2001		788	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1296	232	фикир			Khinalug	khin1240	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1286	232	пикри			Lak	lakk1252	zabitov2001		787	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1293	232	фикир			Lezgian	lezg1247	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1295	232	фикир			Rutul	rutu1240	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1294	232	фикир			Tabasaran	taba1259	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1288	232	пикру			Tsez	dido1241	zabitov2001		788	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1298	232	фикир		‘дума; мысль, размышление; мнение, суждение’	Udi	udii1243	zabitov2001		792	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1299	233	игьтият(ну)		'осмотрительно', 'осторожно'	Lak	lakk1252	zabitov2001		793	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1300	233	игьтият			Lezgian	lezg1247	zabitov2001		794	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1302	233	эгьтийат-валды		‘бдительность, предусмотрительность, осторожность, экономичность’	Rutul	rutu1240	zabitov2001		796	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1301	233	ихтият			Tabasaran	taba1259	zabitov2001		795	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1309	234	парикьат			Archi	arch1244	zabitov2001		799	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1305	234	паракъат			Avar	avar1256	zabitov2001		798	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1307	234	паракъат			Bezhta	bezh1248	zabitov2001		798	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1306	234	паракъат			Chamalal	cham1309	zabitov2001		798	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1303	234	паргІат			Chechen	chec1245	zabitov2001		797	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1304	234	паргІат			Ingush	ingu1240	zabitov2001		797	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1310	234	паракъат-сса			Lak	lakk1252	zabitov2001	Возведение лакского слова к араб. faariğ [Курбайтаева 1999: 9] не может быть принято ни с точки зрения семантики, ни с точки зрения фонетики.	800	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1311	234	фаракъат			Lezgian	lezg1247	zabitov2001		801	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1312	234	фаракьат		‘покой; спокойный, неподвижный’	Tabasaran	taba1259	zabitov2001		802	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1308	234	паракъат			Tsez	dido1241	zabitov2001		798	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1313	235	кефи		‘самочувствие’	Lezgian	lezg1247	zabitov2001		803	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1314	236	кеп			Avar	avar1256	zabitov2001		804	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1316	236	кеп			Bezhta	bezh1248	zabitov2001		804	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1315	236	кеп			Chamalal	cham1309	zabitov2001		804	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1318	236	кайп			Lak	lakk1252	zabitov2001		806	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1319	236	кеф			Lezgian	lezg1247	zabitov2001		807	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1320	236	кеф		‘удовольствие, блаженство, наслаждение’	Tabasaran	taba1259	zabitov2001		807	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1317	236	кеп			Tsez	dido1241	zabitov2001		805	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1321	237	кфет			Lezgian	lezg1247	zabitov2001		808	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1322	237	кефият		‘удовольствие, наслаждение’	Tabasaran	taba1259	zabitov2001		809	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1325	238	хIяз		'игра'	Dargwa	darg1241	zabitov2001		812	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1323	238	хIаз			Lak	lakk1252	zabitov2001		810	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1324	238	гьяз		‘наслаждение, удовольствие'	Tabasaran	taba1259	zabitov2001		811	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1328	239	сафа		‘удовольствие, наслаждение’	Budukh	budu1248	zabitov2001		813	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1326	239	сафа			Lezgian	lezg1247	zabitov2001		813	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1327	239	сафа			Tabasaran	taba1259	zabitov2001		813	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1329	240	лазат			Avar	avar1256	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1331	240	лазат			Bezhta	bezh1248	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1335	240	лазат			Budukh	budu1248	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1330	240	лазат			Chamalal	cham1309	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1334	240	лазат			Dargwa	darg1241	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1333	240	лазат			Lak	lakk1252	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1336	240	лезет			Lezgian	lezg1247	zabitov2001		815	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1337	240	лезет			Rutul	rutu1240	zabitov2001		815	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1338	240	неззет		‘наслаждение, удовольствие, услада’	Tabasaran	taba1259	zabitov2001		816	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1332	240	лазат			Tsez	dido1241	zabitov2001		814	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1345	241	талахІ		'счастье'	Archi	arch1244	zabitov2001		820	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1339	241	талихІ			Avar	avar1256	zabitov2001		817	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1344	241	талигь			Bezhta	bezh1248	zabitov2001		819	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1343	241	талехІ			Chamalal	cham1309	zabitov2001		818	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1342	241	талихІ			Dargwa	darg1241	zabitov2001		817	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1341	241	талихІ			Lak	lakk1252	zabitov2001		817	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1340	241	талихІ			Tsez	dido1241	zabitov2001		817	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1346	242	икъбал			Avar	avar1256	zabitov2001		821	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1347	242	икъбал		'удача, везение'	Chamalal	cham1309	zabitov2001		821	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1350	243	азият			Agul	aghu1253	zabitov2001		823	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1355	243	гIазийат		‘мучение, мука’	Archi	arch1244	zabitov2001		828	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1353	243	азийат			Budukh	budu1248	zabitov2001		826	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1354	243	азийет			Budukh	budu1248	zabitov2001		827	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1348	243	аьзият			Lak	lakk1252	zabitov2001		822	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1349	243	азият			Lezgian	lezg1247	zabitov2001		823	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1352	243	гьIазийат			Rutul	rutu1240	zabitov2001		825	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1351	243	аьзият			Tabasaran	taba1259	zabitov2001		824	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1365	244	гIазаб			Agul	aghu1253	zabitov2001		835	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1358	244	гІазаб			Archi	arch1244	zabitov2001		829	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1356	244	гІазаб			Avar	avar1256	zabitov2001		829	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1362	244	азаб			Bezhta	bezh1248	zabitov2001		833	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1366	244	Iазап			Chechen	chec1245	zabitov2001		836	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1361	244	гIязаб			Dargwa	darg1241	zabitov2001		832	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1359	244	ъазаб			Godoberi	ghod1238	zabitov2001		830	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1367	244	Iазап		‘страдание, мучение, мука; трудности’	Ingush	ingu1240	zabitov2001		836	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1360	244	аьзав			Lak	lakk1252	zabitov2001		831	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1363	244	азаб			Lezgian	lezg1247	zabitov2001		833	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1364	244	аьзаб			Tabasaran	taba1259	zabitov2001		834	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1357	244	гІазаб			Tsez	dido1241	zabitov2001		829	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1370	245	гьалак (йихьар)		‘мучиться, изводиться’	Budukh	budu1248	zabitov2001		839	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1368	245	хIалак		‘уничтожение’	Ingush	ingu1240	zabitov2001		837	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1369	245	гьелек		‘мучение’	Lezgian	lezg1247	zabitov2001		838	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1379	246	гьеракат			Agul	aghu1253	zabitov2001		846	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1371	246	хIаракат			Avar	avar1256	zabitov2001		840	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1374	246	гьаьраькаьт			Bezhta	bezh1248	zabitov2001		841	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1372	246	хIаракат			Chamalal	cham1309	zabitov2001		840	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1375	246	хIяракат			Dargwa	darg1241	zabitov2001		842	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1376	246	хIарачат		'старание, усилие'	Lak	lakk1252	zabitov2001		843	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1377	246	гьерекат		‘движение’	Lezgian	lezg1247	zabitov2001		844	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1380	246	гьIаракат		‘спешка’	Rutul	rutu1240	zabitov2001		847	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1378	246	гьяракат			Tabasaran	taba1259	zabitov2001		845	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1373	246	хIаракат			Tsez	dido1241	zabitov2001		840	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1385	247	карамат			Archi	arch1244	zabitov2001		848	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1382	247	карамат			Avar	avar1256	zabitov2001		848	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1386	247	карамат			Chamalal	cham1309	zabitov2001		849	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1384	247	карамат			Dargwa	darg1241	zabitov2001		848	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1383	247	карамат			Lak	lakk1252	zabitov2001		848	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1387	247	керамат			Lezgian	lezg1247	zabitov2001		850	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1388	247	кереме		‘правда; чудо, диво; дивный’	Tabasaran	taba1259	zabitov2001		851	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1381	247	карамат			Tsez	dido1241	zabitov2001	(асах. каламат)	848	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1394	248	х1акьикьат			Archi	arch1244	zabitov2001		2771	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1389	248	х1акъикъат			Avar	avar1256	zabitov2001		2768	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1392	248	гьакъикъат			Bezhta	bezh1248	zabitov2001		2769	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1396	248	гьакъикъат			Budukh	budu1248	zabitov2001		2772	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1391	248	х1акъикъат			Chamalal	cham1309	zabitov2001		2768	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1393	248	х1якьикьат			Dargwa	darg1241	zabitov2001		2770	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1395	248	гьакъикъат			Lezgian	lezg1247	zabitov2001		2772	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1398	248	гьекъикъат-вал-ды		действительность, реальность, подлинность; правда, истина	Rutul	rutu1240	zabitov2001		2774	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1397	248	гьякьикьат			Tabasaran	taba1259	zabitov2001		2773	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1390	248	х1акъикъат			Tsez	dido1241	zabitov2001		2768	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1404	249	хIакь			Agul	aghu1253	zabitov2001		854	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1399	249	хIакъ			Avar	avar1256	zabitov2001		852	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1402	249	гьаькъ			Bezhta	bezh1248	zabitov2001		853	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1408	249	гьакъ		‘правда, истина; вознаграждение, плата; правый’	Budukh	budu1248	zabitov2001		858	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1401	249	хIакъ			Chamalal	cham1309	zabitov2001		852	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1409	249	хьакъ		‘соответствие; заслуга, должное’	Chechen	chec1245	zabitov2001		859	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1405	249	хIекь			Dargwa	darg1241	zabitov2001		855	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1403	249	хIакь			Lak	lakk1252	zabitov2001		854	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1406	249	гьахъ			Lezgian	lezg1247	zabitov2001		856	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1407	249	гьакь			Rutul	rutu1240	zabitov2001		857	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1400	249	хIакъ			Tsez	dido1241	zabitov2001		852	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1410	250	хилаф		‘ложь’	Budukh	budu1248	zabitov2001		860	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1418	251	шак			Agul	aghu1253	zabitov2001		865	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1411	251	щак		‘подозрительно’	Avar	avar1256	zabitov2001		861	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1414	251	шак			Bezhta	bezh1248	zabitov2001		864	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1412	251	щак-аб			Chamalal	cham1309	zabitov2001		862	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1420	251	шек		‘сомнение, подозрение’	Ingush	ingu1240	zabitov2001		866	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1413	251	щак			Lak	lakk1252	zabitov2001		863	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1416	251	шак			Lezgian	lezg1247	zabitov2001		865	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1419	251	шак			Rutul	rutu1240	zabitov2001		865	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1417	251	шак			Tabasaran	taba1259	zabitov2001		865	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1415	251	шак		‘подозрительно’	Tsez	dido1241	zabitov2001		864	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1421	252	васвас			Avar	avar1256	zabitov2001		867	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1422	252	васвас		‘сомнение, колебание, нерешительность’	Chamalal	cham1309	zabitov2001		867	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1427	253	хасият			Archi	arch1244	zabitov2001		868	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1423	253	хасият			Avar	avar1256	zabitov2001		868	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1430	253	хасийат			Bezhta	bezh1248	zabitov2001		869	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1431	253	хасийат			Budukh	budu1248	zabitov2001		869	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1428	253	хасийат			Chamalal	cham1309	zabitov2001		869	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1425	253	хасият			Dargwa	darg1241	zabitov2001		868	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1424	253	хасият			Lak	lakk1252	zabitov2001		868	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1432	253	хесет			Lezgian	lezg1247	zabitov2001		870	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1433	253	хасийет		‘характер; черта характера; привычка, наклонность; особенность’	Rutul	rutu1240	zabitov2001		871	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1426	253	хасият			Tabasaran	taba1259	zabitov2001		868	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1429	253	хасийат			Tsez	dido1241	zabitov2001		869	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1434	254	ахир			Avar	avar1256	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1436	254	ахир			Bezhta	bezh1248	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1442	254	ахыр			Budukh	budu1248	zabitov2001		875	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1435	254	ахир			Chamalal	cham1309	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1439	254	ахир			Dargwa	darg1241	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1444	254	ахры		‘конец, исход’	Khinalug	khin1240	zabitov2001		878	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1438	254	ахир			Lak	lakk1252	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1440	254	эхир			Lezgian	lezg1247	zabitov2001		873	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1443	254	аIхир//эхир			Rutul	rutu1240	zabitov2001		876	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1441	254	аьхир			Tabasaran	taba1259	zabitov2001		874	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1437	254	ахир			Tsez	dido1241	zabitov2001		872	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1455	255	кьисмат		‘судьба, доля’	Archi	arch1244	zabitov2001		883	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1448	255	къисмат			Avar	avar1256	zabitov2001		881	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1449	255	къисмат			Bezhta	bezh1248	zabitov2001		881	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1446	255	кьадар-кьисмет			Budukh	budu1248	zabitov2001		879	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1453	255	кьисмат			Dargwa	darg1241	zabitov2001		883	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1452	255	кьисмат			Lak	lakk1252	zabitov2001		883	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1445	255	кьадар-кьисмет			Lezgian	lezg1247	zabitov2001		879	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1451	255	кьисмет			Lezgian	lezg1247	zabitov2001		882	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1447	255	кьадар-къисмат		‘судьба, рок, предопределение’	Rutul	rutu1240	zabitov2001		880	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1454	255	кьисмат			Tabasaran	taba1259	zabitov2001		883	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1450	255	къисмат			Tsez	dido1241	zabitov2001		881	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
1456	256	наслу			Avar	avar1256	zabitov2001		884	Абстрактные понятия; обозначающие различные проявления чувств, воли человека
