concept_id	entry_id	dag	dag_translit	dag_translat	target_lang	target_lang_gltc	source	comment_source_entry	sep_entry_id	category_from_source	source_lexeme	translit_source	translit	translat_source	en_dict	ru_dict	comment_concept	comment_concept_source	comment_annotator	concept_source	donor_lang	donor_lang_gltc
464	2592	мушавара	NA	NA	Avar	avar1256	zabitov2001	NA	1531	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	مشورة	mašwara[t]	mašwarat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
464	2593	мешвера	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1532	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	مشورة	mašwara[t]	mašwarat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
464	2594	меш'вера	NA	‘совещание; совет’	Tabasaran	taba1259	zabitov2001	NA	1533	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	مشورة	mašwara[t]	mašwarat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2596	ихтилат	NA	‘веселье’	Archi	arch1244	zabitov2001	NA	1535	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2595	ихтилат	NA	NA	Avar	avar1256	zabitov2001	NA	1534	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2602	ихтилат	NA	NA	Budukh	budu1248	zabitov2001	NA	1537	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2598	ихтилат	NA	NA	Dargwa	darg1241	zabitov2001	NA	1537	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2604	ыхтылат	NA	‘разговор, беседа’	Khinalug	khin1240	zabitov2001	NA	1539	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2597	ихттилат	NA	NA	Lak	lakk1252	zabitov2001	NA	1536	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2599	ихтилат	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1537	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2601	ихтилат	NA	NA	Rutul	rutu1240	zabitov2001	NA	1537	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2600	ихтилат	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1537	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
465	2603	ихтІилаьт	NA	NA	Udi	udii1243	zabitov2001	NA	1538	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إختلاط	ixtilāt	ʔiḫtilāt	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
466	2607	лякьлякь	NA	‘болтун’	Agul	aghu1253	zabitov2001	NA	1542	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقلقة	laqlaqa	laqlaqat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
466	2606	лагълагъ	NA	NA	Budukh	budu1248	zabitov2001	NA	1541	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقلقة	laqlaqa	laqlaqat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
466	2605	лагълагъ	NA	‘болтовня, пустословие’	Lezgian	lezg1247	zabitov2001	NA	1540	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقلقة	laqlaqa	laqlaqat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
467	2610	магIлумат	NA	‘объявление, извещение’	Budukh	budu1248	zabitov2001	NA	1545	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	معلومات	maˁlûmāt	maʕlūmāt	plural	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
467	2608	малумат	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1543	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	معلومات	maˁlûmāt	maʕlūmāt	plural	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
467	2609	мялумат	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1544	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	معلومات	maˁlûmāt	maʕlūmāt	plural	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2619	хабар	NA	NA	Archi	arch1244	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2612	хабар	NA	NA	Avar	avar1256	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2613	хабар	NA	NA	Bezhta	bezh1248	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2620	хабар	NA	NA	Budukh	budu1248	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2623	Хабар	NA	NA	Chamalal	cham1309	zabitov2001	NA	1549	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2621	хабар	NA	NA	Chechen	chec1245	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2615	хабар	NA	NA	Dargwa	darg1241	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2622	ххабар	NA	NA	Godoberi	ghod1238	zabitov2001	NA	1548	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2626	хабар	NA	‘разговор’	Ingush	ingu1240	zabitov2001	NA	1552	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2624	хабар	NA	NA	Khinalug	khin1240	zabitov2001	NA	1550	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2625	хаьбаьр	NA	‘весть, известие; новость; сказка’	Khinalug	khin1240	zabitov2001	NA	1551	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2611	хавар	NA	NA	Lak	lakk1252	zabitov2001	NA	1546	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2616	хабар	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2618	хабар	NA	NA	Rutul	rutu1240	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2617	хабар	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
468	2614	хабар	NA	NA	Tsez	dido1241	zabitov2001	NA	1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	خبر	xabar	ḫabar	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
469	2630	лугъат	NA	диалект, наречие; акцент'	Archi	arch1244	zabitov2001	NA	1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لغة	luğat	luġat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
469	2629	лугъат	NA	NA	Budukh	budu1248	zabitov2001	NA	1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لغة	luğat	luġat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
469	2628	лугъат	NA	NA	Dargwa	darg1241	zabitov2001	NA	1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لغة	luğat	luġat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
469	2631	лугъат	NA	словарь'	Ingush	ingu1240	zabitov2001	NA	1554	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لغة	luğat	luġat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
469	2627	лугъат	NA	NA	Lak	lakk1252	zabitov2001	NA	1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لغة	luğat	luġat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
470	2635	лакьаб	NA	‘прозвище’	Budukh	budu1248	zabitov2001	NA	1557	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقب	laqab	laqab	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
470	2632	лакIаб	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1555	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقب	laqab	laqab	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
470	2634	лакьаб	NA	NA	Rutul	rutu1240	zabitov2001	NA	1557	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقب	laqab	laqab	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
470	2633	лакIам	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1556	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	لقب	laqab	laqab	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2644	салам	NA	NA	Agul	aghu1253	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2636	салам	NA	NA	Avar	avar1256	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2640	салам	NA	NA	Bezhta	bezh1248	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2646	салам	NA	NA	Budukh	budu1248	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2638	салам	NA	NA	Chamalal	cham1309	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2637	салам	NA	NA	Chechen	chec1245	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2641	салам	NA	NA	Dargwa	darg1241	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2647	ссалам	NA	‘приветствие’	Lak	lakk1252	zabitov2001	NA	1559	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2642	салам	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2645	салам	NA	NA	Rutul	rutu1240	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2643	салам	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
471	2639	салам	NA	NA	Tsez	dido1241	zabitov2001	NA	1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	سلام	salām	salām	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
472	2648	мукъавиле	NA	‘уговор, договор, соглашение’	Budukh	budu1248	zabitov2001	NA	1560	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	مقاولة	muqāwala[t]	muqāwalat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
473	2650	икьрар	NA	NA	Agul	aghu1253	zabitov2001	NA	1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إقرار	iqrār	ʔiqrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
473	2649	икьрар	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إقرار	iqrār	ʔiqrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
473	2651	икьрар	NA	NA	Rutul	rutu1240	zabitov2001	NA	1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إقرار	iqrār	ʔiqrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
473	2652	йикьрар	NA	‘уговор, договоренность, соглашение’	Tabasaran	taba1259	zabitov2001	NA	1562	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	إقرار	iqrār	ʔiqrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
474	2653	тешпигь	NA	NA	Lezgian	lezg1247	zabitov2001	NA	2855	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تشبیه	tašb īh	tašbīh	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
474	2654	ташбигь	NA	уподобление	Tabasaran	taba1259	zabitov2001	NA	2856	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تشبیه	tašb īh	tašbīh	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
475	2655	такрар	NA	NA	Avar	avar1256	zabitov2001	NA	1563	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تکرار	takrār	takrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
475	2658	тикрар	NA	NA	Budukh	budu1248	zabitov2001	NA	1565	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تکرار	takrār	takrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
475	2656	тикрал	NA	NA	Lak	lakk1252	zabitov2001	NA	1564	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تکرار	takrār	takrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
475	2657	тикрар	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1565	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تکرار	takrār	takrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
475	2659	текрар	NA	‘повторение’	Tabasaran	taba1259	zabitov2001	NA	1566	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	تکرار	takrār	takrār	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2662	хIужа	NA	NA	Archi	arch1244	zabitov2001	NA	1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2660	хIужа	NA	NA	Avar	avar1256	zabitov2001	NA	1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2663	гьужжа	NA	NA	Bezhta	bezh1248	zabitov2001	NA	1568	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2669	гьуьджет	NA	‘спор’	Budukh	budu1248	zabitov2001	NA	1574	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2661	хIужа	NA	NA	Chamalal	cham1309	zabitov2001	NA	1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2665	хIучча	NA	довод, аргумент'	Lak	lakk1252	zabitov2001	NA	1570	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2666	гьуьжет	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1571	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2668	гьIаджет	NA	NA	Rutul	rutu1240	zabitov2001	NA	1573	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2667	гьюжат	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1572	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
476	2664	хIужжа	NA	NA	Tsez	dido1241	zabitov2001	NA	1569	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	حجّة	ḥuǯǯa[t]	ḥujjat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2673	бегьс	NA	NA	Agul	aghu1253	zabitov2001	NA	1577	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2676	бас	NA	‘соперничество, спор’	Archi	arch1244	zabitov2001	NA	1580	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2675	бахІс	NA	NA	Budukh	budu1248	zabitov2001	NA	1579	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2670	бяс	NA	NA	Lak	lakk1252	zabitov2001	NA	1575	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2671	бягьс	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1576	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2674	багьIс	NA	NA	Rutul	rutu1240	zabitov2001	NA	1578	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
477	2672	бягьс	NA	NA	Tabasaran	taba1259	zabitov2001	NA	1576	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	بحث	baḥs	baḥṯ	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
478	2679	таьваькъкъаь	NA	NA	Khinalug	khin1240	zabitov2001	NA	1583	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	توق	tawq	tawq	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
478	2677	тавакъюъ	NA	NA	Lak	lakk1252	zabitov2001	NA	1581	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	توق	tawq	tawq	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
478	2678	тавакъу	NA	NA	Lezgian	lezg1247	zabitov2001	NA	1582	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	توق	tawq	tawq	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
478	2680	тавакъа	NA	‘просьба’	Udi	udii1243	zabitov2001	NA	1584	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	توق	tawq	tawq	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
479	2681	миннат	NA	NA	Bezhta	bezh1248	zabitov2001	NA	1585	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	منّة	minna[t]	minnat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
479	2684	маннат	NA	NA	Budukh	budu1248	zabitov2001	NA	1586	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины	منّة	minna[t]	minnat	NA	NA	NA	NA	NA	NA	zabitov2001	Arabic	stan1318
